epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,8756.18,1.07803,2.08637,1.46292,0.52008,0.17886,0.19622,0.15136,1.01196,2.07631,1.56487,0.007129,0.007129,0.007129
31,9052.13,1.07435,2.06254,1.46095,0.48125,0.19161,0.19524,0.15083,1.00457,2.05512,1.55723,0.00703,0.00703,0.00703
32,9345.88,1.06987,2.04826,1.45668,0.47895,0.19707,0.19621,0.15122,1.00668,2.05936,1.56186,0.006931,0.006931,0.006931
33,9634.39,1.07246,2.032,1.45828,0.54429,0.17614,0.20523,0.15908,1.00692,2.04572,1.55881,0.006832,0.006832,0.006832
34,9920.26,1.06242,2.00608,1.45095,0.54539,0.18413,0.2041,0.15658,1.0072,2.042,1.55921,0.006733,0.006733,0.006733
35,10204.6,1.05926,1.99125,1.45098,0.50695,0.19196,0.19741,0.15304,1.00446,2.05251,1.5568,0.006634,0.006634,0.006634
36,10482.7,1.0581,1.97289,1.44763,0.5514,0.18555,0.19584,0.1525,1.0034,2.05035,1.5562,0.006535,0.006535,0.006535
37,10760.5,1.05162,1.95771,1.44581,0.51637,0.19235,0.19956,0.15465,1.0044,2.04485,1.55859,0.006436,0.006436,0.006436
38,11040.9,1.05442,1.95101,1.44574,0.4869,0.19914,0.20557,0.1578,1.0039,2.04621,1.55746,0.006337,0.006337,0.006337
39,11320.6,1.04455,1.92376,1.43753,0.47869,0.19999,0.20598,0.15798,1.00431,2.04879,1.55822,0.006238,0.006238,0.006238
40,11598.4,1.04998,1.91999,1.44159,0.4762,0.20268,0.20414,0.15734,1.00244,2.0425,1.5586,0.006139,0.006139,0.006139
41,11884.9,1.04304,1.89931,1.43618,0.53666,0.18227,0.205,0.15958,1.00203,2.038,1.55865,0.00604,0.00604,0.00604
42,12164.5,1.03916,1.87867,1.43313,0.50526,0.19357,0.20338,0.15758,0.99918,2.0343,1.55511,0.005941,0.005941,0.005941
43,12442.1,1.04426,1.86835,1.43612,0.47013,0.20014,0.20432,0.15839,0.99846,2.03434,1.55484,0.005842,0.005842,0.005842
44,12725.3,1.03977,1.85447,1.43549,0.44125,0.20866,0.20585,0.15963,0.99861,2.02962,1.55472,0.005743,0.005743,0.005743
45,13004.1,1.03659,1.84394,1.43238,0.45375,0.20631,0.20506,0.15902,1.00005,2.03169,1.55722,0.005644,0.005644,0.005644
46,13283.2,1.03503,1.83037,1.42933,0.43154,0.2041,0.20802,0.16122,0.99922,2.03103,1.55521,0.005545,0.005545,0.005545
47,13565.5,1.02814,1.80354,1.42898,0.43682,0.20716,0.20764,0.1609,1.00003,2.03419,1.55722,0.005446,0.005446,0.005446
48,13845,1.02811,1.80369,1.42778,0.43918,0.21031,0.20773,0.16086,1.00125,2.03804,1.5596,0.005347,0.005347,0.005347
49,14127,1.02706,1.78498,1.42335,0.43219,0.21083,0.2095,0.16099,1.00107,2.0376,1.56005,0.005248,0.005248,0.005248
50,14409.5,1.02494,1.7774,1.42626,0.44023,0.2023,0.20867,0.16049,1.00164,2.03746,1.5605,0.005149,0.005149,0.005149
51,14687.8,1.0201,1.75499,1.42229,0.45208,0.20433,0.20978,0.16184,1.00287,2.03947,1.56196,0.00505,0.00505,0.00505
52,14966.3,1.02213,1.73308,1.42259,0.45713,0.19938,0.20952,0.16187,1.00398,2.03919,1.56274,0.004951,0.004951,0.004951
53,15253.9,1.01712,1.71652,1.41551,0.46975,0.1972,0.21031,0.1633,1.00413,2.04142,1.56335,0.004852,0.004852,0.004852
54,15530.6,1.01334,1.72656,1.41498,0.46512,0.19595,0.20842,0.16166,1.00463,2.04134,1.56365,0.004753,0.004753,0.004753
55,15811,1.01497,1.70984,1.41721,0.44662,0.2021,0.21008,0.16301,1.00502,2.04089,1.56452,0.004654,0.004654,0.004654
56,16092,1.0084,1.69992,1.4128,0.44219,0.20458,0.21013,0.1623,1.00466,2.04093,1.56472,0.004555,0.004555,0.004555
57,16370.6,1.0082,1.6705,1.41145,0.4384,0.20559,0.21027,0.16202,1.00441,2.04113,1.56464,0.004456,0.004456,0.004456
58,16647.5,1.00619,1.6594,1.41228,0.4242,0.20659,0.2098,0.16212,1.00388,2.04185,1.564,0.004357,0.004357,0.004357
59,16928.5,1.00362,1.65066,1.40669,0.41981,0.20889,0.21107,0.1636,1.00338,2.04199,1.56333,0.004258,0.004258,0.004258
60,17206.5,1.00043,1.63508,1.40475,0.41673,0.20775,0.21082,0.16362,1.00411,2.04305,1.56377,0.004159,0.004159,0.004159
61,17487.3,0.995,1.62323,1.40392,0.40044,0.2116,0.20995,0.16303,1.00446,2.04438,1.56459,0.00406,0.00406,0.00406
62,17769.2,0.99616,1.61621,1.40159,0.39839,0.21537,0.21,0.1632,1.00509,2.0446,1.56547,0.003961,0.003961,0.003961
63,18046.7,0.99248,1.59414,1.39741,0.40539,0.21123,0.21075,0.16405,1.00474,2.04441,1.56542,0.003862,0.003862,0.003862
64,18324.7,0.99136,1.59569,1.3985,0.40474,0.21308,0.21102,0.16407,1.00462,2.0453,1.56591,0.003763,0.003763,0.003763
65,18606.8,0.98981,1.57879,1.39708,0.40668,0.21317,0.20984,0.16294,1.00476,2.04751,1.56669,0.003664,0.003664,0.003664
66,18885.3,0.99107,1.57434,1.39603,0.40676,0.21294,0.21011,0.16318,1.00483,2.04966,1.56667,0.003565,0.003565,0.003565
67,19164.3,0.98293,1.54685,1.38751,0.40238,0.21374,0.20977,0.16301,1.00454,2.05,1.56643,0.003466,0.003466,0.003466
68,19444,0.98413,1.54534,1.39482,0.40341,0.21604,0.20956,0.1629,1.00497,2.05286,1.56722,0.003367,0.003367,0.003367
69,19721.3,0.97916,1.52455,1.38691,0.40547,0.21582,0.21006,0.16313,1.00467,2.05306,1.56747,0.003268,0.003268,0.003268
70,20000.7,0.97532,1.51727,1.38765,0.40979,0.21406,0.2108,0.16362,1.00437,2.05367,1.56691,0.003169,0.003169,0.003169
71,20280.4,0.97107,1.49905,1.38492,0.4187,0.20578,0.21146,0.16409,1.00494,2.05421,1.56886,0.00307,0.00307,0.00307
72,20557.5,0.96934,1.49173,1.38011,0.41211,0.21155,0.21181,0.16439,1.00476,2.05517,1.56906,0.002971,0.002971,0.002971
73,20834.3,0.96638,1.47603,1.37639,0.41951,0.20598,0.21208,0.1646,1.00506,2.05573,1.56999,0.002872,0.002872,0.002872
74,21113.6,0.96493,1.46979,1.37973,0.42315,0.20534,0.21176,0.16452,1.00483,2.05774,1.56959,0.002773,0.002773,0.002773
75,21393.9,0.96411,1.46432,1.37844,0.41844,0.20581,0.21164,0.16436,1.00462,2.05882,1.56955,0.002674,0.002674,0.002674
76,21670.8,0.96185,1.4428,1.37282,0.41797,0.21009,0.21254,0.16568,1.00474,2.06026,1.56997,0.002575,0.002575,0.002575
77,21951.9,0.95843,1.44522,1.37309,0.42266,0.20946,0.21173,0.16483,1.00537,2.06207,1.5709,0.002476,0.002476,0.002476
78,22235.2,0.95324,1.42194,1.36953,0.42302,0.20981,0.21165,0.16481,1.00586,2.06449,1.57184,0.002377,0.002377,0.002377
79,22515.6,0.95807,1.42244,1.37411,0.42681,0.20821,0.2118,0.16465,1.00634,2.06704,1.57229,0.002278,0.002278,0.002278
80,22797.8,0.9489,1.40201,1.36709,0.43206,0.20722,0.21099,0.16428,1.0069,2.07024,1.57328,0.002179,0.002179,0.002179
81,23076.9,0.95163,1.39277,1.36984,0.42656,0.20785,0.21105,0.16423,1.00717,2.07134,1.57345,0.00208,0.00208,0.00208
82,23356.2,0.9426,1.38082,1.36359,0.42272,0.20655,0.2108,0.16374,1.00752,2.07295,1.57421,0.001981,0.001981,0.001981
83,23637.6,0.94132,1.37019,1.36278,0.41999,0.20592,0.21128,0.16409,1.00749,2.07568,1.57461,0.001882,0.001882,0.001882
84,23929.7,0.94136,1.35939,1.36006,0.42546,0.2035,0.21156,0.16428,1.00791,2.07721,1.57553,0.001783,0.001783,0.001783
85,24223.8,0.93839,1.35579,1.35988,0.42625,0.20448,0.212,0.16456,1.00781,2.07888,1.57528,0.001684,0.001684,0.001684
86,24514.9,0.93879,1.33884,1.3588,0.42561,0.2052,0.21233,0.16467,1.00833,2.08034,1.57584,0.001585,0.001585,0.001585
87,24808.8,0.92928,1.32525,1.35168,0.423,0.20932,0.21235,0.16492,1.00866,2.08217,1.57646,0.001486,0.001486,0.001486
88,25102.6,0.92931,1.30924,1.34966,0.42486,0.2098,0.2124,0.16515,1.00916,2.08335,1.57695,0.001387,0.001387,0.001387
89,25394.5,0.928,1.30435,1.3505,0.40454,0.21552,0.21395,0.16684,1.01006,2.08559,1.57832,0.001288,0.001288,0.001288
90,25692.2,0.92184,1.29403,1.34679,0.40077,0.21646,0.21437,0.16717,1.01069,2.08733,1.57897,0.001189,0.001189,0.001189
91,25980.2,0.84877,1.07607,1.3942,0.39278,0.21708,0.21434,0.16681,1.01143,2.08983,1.57997,0.00109,0.00109,0.00109
92,26257.7,0.82988,1.01131,1.37638,0.39417,0.21812,0.21626,0.16825,1.01242,2.09339,1.58133,0.000991,0.000991,0.000991
93,26532.3,0.82304,0.98629,1.37426,0.39365,0.21871,0.21664,0.16903,1.01379,2.0964,1.58298,0.000892,0.000892,0.000892
94,26807.6,0.81637,0.97089,1.36886,0.40031,0.21793,0.21694,0.16895,1.01435,2.10055,1.58405,0.000793,0.000793,0.000793
95,27082.5,0.80871,0.94881,1.35642,0.4008,0.21796,0.21671,0.16915,1.01468,2.10404,1.58501,0.000694,0.000694,0.000694
96,27360.5,0.80383,0.93013,1.35573,0.40184,0.21641,0.21705,0.16939,1.01564,2.10809,1.58657,0.000595,0.000595,0.000595
97,27637.2,0.79794,0.91789,1.34864,0.41468,0.21388,0.21728,0.1698,1.01642,2.1113,1.58775,0.000496,0.000496,0.000496
98,27912.5,0.79291,0.9023,1.34701,0.38325,0.21964,0.21665,0.16928,1.01743,2.11551,1.5891,0.000397,0.000397,0.000397
99,28190.1,0.79186,0.89089,1.34295,0.36117,0.23511,0.21699,0.16965,1.01806,2.11787,1.59044,0.000298,0.000298,0.000298
100,28466.8,0.78556,0.87459,1.33908,0.36553,0.23403,0.21684,0.16941,1.01854,2.12132,1.59115,0.000199,0.000199,0.000199
